Archivo,Primer Umbral Superado,Segundo Umbral Superado,Inversa
541,2.287928e-06,3.062528e-06,1290988.897495482
542,2.172828e-06,2.943328e-06,1297858.533419857
543,1.716728e-06,2.485728e-06,1300390.1170351102
544,1.701328e-06,2.468728e-06,1303101.3812874642
545,1.686728e-06,2.452628e-06,1305653.479566523
546,1.672428e-06,2.436928e-06,1308044.4735120996
547,1.659528e-06,2.422828e-06,1310100.8777675885
548,1.646528e-06,2.408428e-06,1312508.2031762698
549,1.634528e-06,2.395328e-06,1314405.8885383804
550,1.622728e-06,2.382428e-06,1316309.0693694877
551,1.611328e-06,2.370028e-06,1318044.022670357
552,1.600628e-06,2.358428e-06,1319609.3956188965
553,1.590428e-06,2.347428e-06,1321003.9630118888
554,1.580428e-06,2.336728e-06,1322226.6296443213
555,1.571628e-06,2.327228e-06,1323451.561672843
556,1.562328e-06,2.317328e-06,1324503.3112582779
557,1.553828e-06,2.308328e-06,1325381.0470510272
558,1.545628e-06,2.299628e-06,1326259.9469496023
559,1.537528e-06,2.291128e-06,1326963.9065817413
560,1.529728e-06,2.283028e-06,1327492.3669188905
561,1.522928e-06,2.275928e-06,1328021.2483399734
562,1.515828e-06,2.268528e-06,1328550.5513484792
563,1.508628e-06,2.261228e-06,1328727.0794578793
564,1.503128e-06,2.255528e-06,1329080.276448697
565,1.496728e-06,2.249128e-06,1329080.276448697
566,1.491528e-06,2.243828e-06,1329256.9453675395
567,1.485428e-06,2.237728e-06,1329256.9453675393
568,1.480628e-06,2.232928e-06,1329256.9453675393
569,1.475928e-06,2.228328e-06,1329080.2764486978
570,1.471628e-06,2.224128e-06,1328903.65448505
571,1.728028e-06,2.486028e-06,1319261.2137203165
572,1.717028e-06,2.475028e-06,1319261.2137203165
573,1.705528e-06,2.463628e-06,1319087.191663369
574,1.697528e-06,2.455728e-06,1318913.2155104193
575,1.688028e-06,2.446428e-06,1318565.4008438818
576,1.680628e-06,2.439228e-06,1318217.7695755342
577,1.674828e-06,2.433728e-06,1317696.6662274343
578,1.667328e-06,2.426428e-06,1317349.4928204452
579,1.660128e-06,2.419328e-06,1317175.9747102207
580,1.654728e-06,2.414328e-06,1316482.3591363877
581,1.648328e-06,2.408128e-06,1316135.825217163
582,1.642928e-06,2.402928e-06,1315789.4736842106
583,1.636128e-06,2.396428e-06,1315270.288044193
584,1.624328e-06,2.384528e-06,1315443.3043935804
585,1.619328e-06,2.379728e-06,1315097.3172014726
586,1.613028e-06,2.373528e-06,1314924.3918474684
587,1.609128e-06,2.369628e-06,1314924.3918474684
588,1.602528e-06,2.362928e-06,1315097.3172014726
589,1.597128e-06,2.357328e-06,1315443.3043935804
590,1.594928e-06,2.354828e-06,1315962.6266614033
591,1.588928e-06,2.348228e-06,1317002.5023047542
592,1.585328e-06,2.343828e-06,1318391.5622940017
593,1.580128e-06,2.337728e-06,1319957.7613516368
594,1.576228e-06,2.332928e-06,1321527.6860050217
595,1.572528e-06,2.328128e-06,1323451.5616728424
596,1.568428e-06,2.322928e-06,1325381.047051027
597,1.564628e-06,2.317928e-06,1327492.3669188905
598,1.562428e-06,2.314528e-06,1329610.4241457253
599,1.556728e-06,2.307628e-06,1331735.2510320947
600,1.553528e-06,2.303328e-06,1333688.9837289944
